Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,multiple_deliveries,Festival,Time_taken,Travel_Distance,pickup_time,Vehicle_performance_Impact,rush_day
37,4.8,4,3,1,0,29.0,5.9,11.632121583991346,6,2
21,4.9,6,4,0,0,18.0,33.9,5.0,8,2
38,5.0,3,4,2,1,53.0,32.2,10.0,4,3
27,4.1,5,1,1,0,27.0,6.0,15.0,4,1
35,4.5,4,1,1,0,39.0,19.0,15.643197992264223,9,2
25,4.7,6,2,1,0,18.0,20.75,5.0,6,4
30,5.0,6,1,1,0,20.0,22.5,5.0,6,1
38,4.6,1,1,1,0,17.0,17.2,10.0,9,2
36,4.3,2,4,1,0,31.0,6.0,15.0,4,0
30,4.1,2,4,1,0,49.0,21.9,40.0,6,1
28,4.7,1,1,0,0,18.0,2.1,10.0,9,4
24,4.9,5,1,1,0,14.0,15.3,10.0,8,0
32,4.0,2,4,1,0,35.0,14.9,14.038767428955072,6,6
22,4.5,2,2,0,0,21.0,10.3,15.0,4,1
31,4.6,2,4,1,0,45.0,26.6,10.0,6,3
35,4.8,6,1,0,0,25.0,4.3,5.0,12,3
23,4.1,2,4,0,0,36.0,21.0,10.0,6,2
22,4.6,3,4,1,0,25.0,18.2,10.027691020682196,6,0
32,4.7,4,2,1,0,16.0,10.1,10.0,6,6
35,4.4,5,4,1,0,33.0,23.7,13.236552147300497,8,4
39,4.1,6,2,1,0,35.0,24.0,14.038767428955072,4,7
38,4.6,1,4,1,0,38.0,18.4,5.0,4,7
37,4.9,2,1,0,0,38.0,24.0,10.0,4,1
24,4.7,4,4,1,0,39.0,16.8,15.0,4,0
32,4.7,4,4,0,0,38.0,14.4,15.0,8,1
38,4.4,6,2,1,0,31.0,13.3,10.0,4,4
33,3.8,6,4,1,1,44.0,13.4,15.0,6,3
28,4.0,3,4,0,0,38.0,18.2,15.0,4,2
20,4.6,6,1,0,0,14.0,26.4,5.615506971582029,8,5
36,4.0,5,4,1,1,44.0,6.7,10.0,4,1
31,4.8,6,1,1,0,25.0,27.2,5.0,4,2
39,4.2,6,4,3,1,54.0,13.8,15.0,4,0
22,4.8,2,1,0,0,25.0,22.1,5.0,12,1
31,4.4,3,2,1,0,35.0,24.0,10.0,8,7
37,4.6,2,2,1,0,30.0,12.7,12.033229224818632,9,5
30,4.8,6,1,1,0,26.0,1.4,10.428798661509482,9,3
23,4.9,4,4,1,0,30.0,17.6,5.0,8,0
32,4.4,5,4,2,0,43.0,19.8,15.0,8,4
35,4.7,4,3,0,0,33.0,4.4,15.0,8,4
26,4.6,6,1,0,0,11.0,3.5,10.0,12,0
22,4.8,2,1,0,0,14.0,2.6,5.615506971582029,9,0
28,5.0,2,1,0,0,20.0,17.2,10.0,8,6
30,4.0,6,1,1,0,27.0,10.8,10.0,4,6
20,4.6,4,1,1,0,15.0,4.9,6.016614612409317,6,1
32,4.8,2,1,1,0,16.0,6.9,10.0,6,3
35,4.5,2,1,1,0,19.0,17.2,15.0,6,4
21,4.7,3,4,0,0,21.0,15.8,8.423260457373043,12,6
33,4.7,4,1,1,0,30.0,31.1,12.033229224818632,9,1
30,4.4,3,3,1,0,34.0,8.6,13.637659788127785,4,3
37,4.5,3,4,0,0,25.0,15.9,10.027691020682196,6,5
22,4.0,2,4,1,0,41.0,29.3,16.4454132739188,8,0
34,4.7,5,2,1,0,27.0,12.7,15.0,12,1
23,4.9,5,4,1,0,28.0,18.8,10.0,8,3
38,4.3,5,4,2,0,39.0,16.3,10.0,6,5
23,4.9,3,1,0,0,15.0,10.55,5.0,4,4
29,4.8,4,1,1,0,21.0,4.8,8.423260457373043,12,0
36,4.7,5,1,0,0,24.0,2.5,15.0,8,1
28,4.6,4,2,0,1,43.0,24.0,17.247628555573375,8,0
20,4.6,1,1,0,0,28.0,16.5,5.0,4,6
25,4.6,4,4,1,0,37.0,16.5,10.0,8,1
37,4.7,1,2,1,0,24.0,10.3,9.626583379854909,12,1
21,4.7,2,1,1,0,24.0,8.3,10.0,4,0
34,4.9,5,1,1,0,22.0,3.8,15.0,12,6
32,4.9,3,4,1,0,25.0,43.1,5.0,6,3
26,4.9,6,2,1,0,27.0,21.4,10.82990630233677,8,2
36,4.9,5,1,0,0,23.0,29.05,15.0,9,0
38,4.1,6,4,1,0,47.0,36.7,10.0,4,3
29,4.8,4,2,1,0,43.0,14.6,10.0,4,6
35,4.2,5,4,2,0,51.0,16.0,15.0,4,2
23,4.2,2,2,1,0,31.0,17.9,15.0,9,3
27,4.4,5,2,1,0,29.0,14.9,25.0,6,1
31,4.6,2,2,1,0,19.0,8.9,7.621045175718468,12,3
21,4.8,1,1,0,0,16.0,2.9,6.4177222532366045,4,1
25,5.0,4,1,1,0,18.0,14.6,5.0,8,4
37,4.0,2,4,1,0,36.0,17.1,5.0,6,6
28,4.6,6,4,1,0,26.0,25.7,10.428798661509482,4,5
35,4.9,4,2,0,0,49.0,24.1,10.0,4,6
25,4.6,2,2,1,0,35.0,13.1,15.0,8,2
36,4.8,6,1,0,0,23.0,5.0,15.0,8,1
31,3.5,5,4,1,0,40.0,7.5,16.04430563309151,6,0
25,4.7,2,2,0,0,24.0,10.0,10.0,4,2
34,4.9,4,1,0,0,24.0,10.0,10.0,4,4
27,4.6,4,1,1,0,15.0,4.2,10.0,6,3
28,4.9,4,4,1,0,38.0,23.6,10.0,9,5
37,4.5,5,4,1,0,26.0,6.4,10.0,6,6
31,4.8,1,2,1,0,17.0,22.7,10.0,6,2
28,4.9,6,2,0,0,25.0,12.8,15.0,9,6
27,4.7,3,4,0,0,20.0,29.0,8.022152816545756,6,0
27,4.6,3,4,1,0,27.0,20.6,10.82990630233677,8,5
28,4.5,1,2,1,0,15.0,8.7,10.0,6,6
29,4.8,2,4,0,0,20.0,14.3,10.0,8,7
24,5.0,3,3,0,0,12.0,9.0,10.0,9,7
34,4.9,4,1,1,0,17.0,11.4,5.0,9,6
21,4.7,6,1,0,0,15.0,5.1,10.0,6,2
32,4.2,5,2,1,0,35.0,9.3,5.0,4,7
30,4.8,2,2,1,0,15.0,10.2,5.0,8,3
22,4.5,6,1,0,0,18.0,11.1,10.0,6,1
32,4.6,4,2,1,0,25.0,9.4,10.0,4,2
35,4.8,5,2,1,0,28.0,14.0,15.0,4,2
30,4.6,2,2,1,0,43.0,27.4,15.0,4,2
20,3.6,1,4,3,1,46.0,7.0,5.0,4,5
22,4.9,3,4,1,0,28.0,24.0,15.0,4,7
37,4.8,4,4,1,0,48.0,15.7,15.0,4,5
34,4.7,1,4,1,0,29.0,7.4,15.0,4,4
39,4.7,3,4,1,0,28.0,14.1,15.0,6,3
39,3.8,5,4,1,0,42.0,13.5,15.0,6,6
25,4.6,3,4,1,0,26.0,25.2,5.0,4,6
31,4.0,2,4,1,0,48.0,30.8,10.0,6,4
25,4.6,3,3,1,0,21.0,4.4,15.0,9,1
29,4.6,3,2,1,0,21.0,9.2,8.423260457373043,6,4
29,4.8,4,2,0,0,18.0,8.6,7.21993753489118,6,3
31,5.0,3,3,1,0,28.0,9.5,11.231013943164058,9,3
27,4.8,1,1,1,0,19.0,11.7,7.621045175718468,6,5
32,5.0,2,4,0,0,47.0,31.2,5.0,4,6
34,4.2,4,3,1,0,37.0,9.8,10.0,6,3
25,4.5,4,1,1,0,12.0,13.5,5.0,9,0
21,4.8,6,1,0,0,10.0,5.9,5.0,12,0
30,5.0,1,1,1,0,19.0,3.4,15.0,6,0
38,4.4,3,4,1,0,32.0,19.7,15.0,8,5
34,3.7,4,1,2,0,33.0,17.0,5.0,8,1
32,4.6,6,1,1,0,28.0,3.6,5.0,9,6
20,4.9,4,4,1,0,37.0,40.4,10.0,4,5
23,5.0,3,1,1,0,10.0,12.4,4.011076408272878,8,3
24,4.7,3,1,0,0,12.0,21.1,4.813291689927453,6,5
26,5.0,5,4,0,0,18.0,20.2,7.21993753489118,8,6
33,4.3,5,2,1,0,35.0,37.4,15.0,8,2
31,4.9,1,1,1,0,19.0,5.0,5.0,6,1
21,4.7,3,2,0,0,25.0,15.8,15.0,8,1
23,4.6,4,3,1,0,30.0,2.9,15.0,6,7
36,4.2,5,1,0,0,34.0,2.5,13.637659788127785,4,2
22,4.3,3,1,0,0,27.0,1.6,10.0,4,4
29,5.0,3,3,1,0,21.0,11.6,8.423260457373043,6,7
34,4.7,5,1,0,0,19.0,10.633,15.0,9,6
24,4.5,2,4,1,0,30.0,9.666,10.0,8,1
50,4.4,4,1,0,0,12.0,8.7,4.813291689927453,4,4
35,4.9,1,2,1,0,22.0,12.4,15.0,4,4
30,4.9,2,2,0,0,37.0,16.4,5.0,12,1
30,4.9,5,1,0,0,21.0,26.5,5.0,12,2
33,4.8,3,2,1,0,23.0,22.65,9.22547573902762,9,2
36,4.1,5,2,0,0,46.0,18.8,15.0,4,5
39,4.8,6,1,0,0,22.0,3.7,15.0,6,1
20,5.0,1,1,0,0,22.0,3.4,10.0,9,1
34,4.7,2,2,0,0,18.0,7.4,10.0,12,4
32,4.3,3,2,0,0,33.0,9.9,13.236552147300497,4,4
27,5.0,6,4,0,0,15.0,16.8,6.016614612409317,6,6
27,4.9,3,4,1,0,37.0,16.8,5.0,4,5
33,4.2,3,2,1,0,35.0,6.1,10.0,4,6
30,5.0,1,1,1,0,21.0,4.4,10.0,4,0
30,4.8,1,1,1,0,12.0,8.2,5.0,12,5
21,4.2,2,4,1,0,39.0,18.9,5.0,9,3
35,4.6,3,2,1,0,31.0,21.4,12.43433686564592,4,5
33,4.8,6,2,1,0,30.0,17.5,15.0,9,4
37,4.7,6,1,0,0,15.0,18.6,10.0,9,5
36,4.6,1,4,1,0,26.0,10.1,15.0,4,3
21,4.8,5,1,0,0,19.0,15.8,15.0,4,6
21,4.8,5,1,0,0,12.0,17.0,4.813291689927453,9,4
30,4.6,4,1,0,0,18.0,6.0,15.0,9,6
30,4.6,5,3,1,0,45.0,7.6,5.0,4,4
23,4.6,4,1,1,0,23.0,25.8,5.0,4,2
32,4.3,3,1,1,0,31.0,4.4,15.0,4,0
32,4.1,5,1,0,0,22.0,4.6,8.824368098200331,4,3
27,4.5,2,4,1,0,40.0,17.7,10.0,4,6
30,4.7,2,1,1,0,15.0,7.6,10.0,6,6
31,4.8,2,4,1,1,45.0,22.4,15.0,8,5
36,4.2,5,1,1,0,33.0,2.1,10.0,4,4
28,4.6,5,4,1,0,28.0,13.5,10.0,6,3
37,4.9,3,3,1,0,34.0,2.0,15.0,8,3
23,4.7,4,4,2,0,47.0,24.3,10.0,4,2
50,2.3,4,1,1,0,19.0,22.6,7.621045175718468,16,5
38,5.0,2,4,0,0,36.0,20.3,14.43987506978236,8,2
36,4.9,5,4,1,0,27.0,24.3,5.0,6,3
22,4.9,2,1,1,0,18.0,2.3,5.0,6,6
26,4.9,4,2,1,0,13.0,13.5,5.0,6,6
27,4.9,3,2,1,0,24.0,12.5,10.0,6,4
28,4.6,3,2,0,0,15.0,25.7,10.0,9,5
36,4.7,2,4,1,0,38.0,21.8,10.0,12,7
22,4.6,5,2,0,0,26.0,10.9,5.0,6,1
35,4.9,1,4,0,0,21.0,11.3,8.423260457373043,9,3
33,4.7,6,1,1,0,22.0,2.2,10.0,6,4
30,4.7,6,2,0,0,27.0,16.0,5.0,8,5
24,4.8,4,4,1,0,30.0,13.3,10.0,8,1
22,4.7,4,2,1,0,30.0,13.1,5.0,4,2
35,4.6,6,1,0,0,28.0,12.2,10.0,9,1
21,4.7,2,3,1,0,23.0,9.1,9.22547573902762,9,2
21,4.7,1,2,1,0,17.0,13.5,10.0,6,0
39,4.3,2,4,0,1,44.0,19.9,5.0,12,3
24,4.6,4,1,1,0,24.0,5.8,5.0,4,4
26,4.7,2,1,1,0,14.0,4.9,10.0,9,6
30,4.8,2,4,1,0,37.0,21.7,14.840982710609648,6,6
35,5.0,3,4,1,0,33.0,11.7,5.0,6,1
28,4.7,6,4,1,0,29.0,20.5,15.0,4,5
36,4.9,4,2,0,1,40.0,19.4,15.0,4,4
37,4.7,6,1,1,0,17.0,23.4,6.818829894063892,6,2
23,4.6,3,2,0,0,15.0,27.4,6.016614612409317,6,3
35,4.2,6,1,1,0,31.0,13.1,10.0,4,5
23,4.9,4,1,0,0,22.0,6.6,5.0,4,1
26,4.7,2,3,1,0,28.0,7.4,10.0,6,7
24,4.6,4,1,1,0,18.0,5.3,7.21993753489118,12,3
28,4.6,3,1,0,0,14.0,2.9,5.0,8,4
25,4.8,1,1,1,0,28.0,19.1,15.0,9,4
37,4.9,3,1,0,0,22.0,11.5,8.824368098200331,8,5
37,4.6,5,1,1,0,26.0,4.6,10.0,12,0
24,4.7,3,3,0,0,22.0,2.5,8.824368098200331,4,1
31,3.7,5,2,0,0,35.0,22.8,5.0,8,2
21,4.8,1,1,0,0,29.0,25.1,5.0,9,4
28,4.6,5,1,1,0,15.0,22.7,6.016614612409317,8,6
34,4.2,4,4,1,0,48.0,20.3,10.0,9,0
36,4.6,1,4,1,0,28.0,17.9,5.0,8,6
23,4.9,6,1,1,0,19.0,13.7,10.0,12,6
28,4.5,5,1,0,0,10.0,11.5,4.011076408272878,6,0
28,4.5,4,1,1,0,15.0,2.6,10.0,6,6
37,4.1,5,4,2,0,33.0,18.3,5.0,8,4
30,4.6,1,4,0,0,18.0,14.3,7.21993753489118,6,1
29,4.7,6,4,1,0,29.0,13.4,15.0,9,6
34,5.0,2,1,0,0,25.0,17.8,15.0,6,4
22,4.9,6,4,1,0,17.0,9.6,5.0,4,2
39,4.7,2,1,1,0,26.0,12.7,15.0,4,3
35,4.4,6,2,1,0,34.0,16.6,5.0,4,3
28,4.7,1,1,1,0,24.0,20.1,9.626583379854909,4,5
22,5.0,3,2,1,0,18.0,18.8,15.0,6,6
33,5.0,5,1,1,0,26.0,22.6,15.0,4,6
27,4.6,5,4,1,0,27.0,8.4,10.0,8,6
32,4.8,1,4,1,0,15.0,21.9,5.0,6,2
31,3.7,6,2,1,0,34.0,25.7,15.0,6,3
23,4.9,3,4,1,0,21.0,11.6,15.0,9,1
23,4.8,3,1,0,0,13.0,32.5,5.214399330754741,12,2
30,4.6,4,2,1,0,16.0,16.1,15.0,6,7
31,4.6,2,1,1,0,18.0,11.7,5.0,6,3
24,4.8,5,2,0,0,15.0,21.5,5.0,12,4
27,4.9,2,1,1,0,18.0,5.4,7.21993753489118,4,5
38,4.6,5,2,1,0,30.0,10.2,5.0,6,3
24,4.9,5,4,1,0,29.0,12.8,10.0,8,3
36,4.8,5,1,1,0,22.0,3.1,15.0,8,6
27,4.6,5,4,1,0,32.0,9.2,10.0,4,6
32,4.5,3,1,1,0,29.0,4.9,15.0,4,2
34,4.4,4,1,1,0,34.0,16.5,10.0,8,1
30,4.9,5,2,1,0,26.0,8.6,5.0,9,3
32,4.6,1,1,1,0,21.0,7.0,8.423260457373043,4,4
33,4.9,6,1,1,0,22.0,29.7,8.824368098200331,6,2
32,4.8,3,4,1,0,30.0,15.1,10.0,8,4
27,4.6,6,2,0,0,23.0,12.0,15.0,6,5
28,5.0,5,2,1,0,26.0,7.1,10.0,4,4
31,5.0,3,4,1,0,27.0,8.3,5.0,6,3
39,4.6,6,2,1,0,23.0,16.8,15.0,12,3
28,4.7,2,3,1,0,26.0,8.4,10.428798661509482,6,1
32,4.6,2,4,2,0,40.0,18.0,10.0,6,2
26,4.1,2,2,0,0,31.0,20.5,5.0,9,5
27,4.8,5,4,1,0,27.0,18.9,15.0,6,5
24,4.7,4,2,0,0,29.0,20.6,15.0,6,2
31,4.8,4,1,0,0,19.0,9.8,15.0,4,4
38,4.9,6,3,0,0,28.0,5.2,5.0,8,3
38,4.8,6,2,0,0,33.0,16.3,5.0,12,6
21,4.7,5,1,1,0,18.0,26.2,10.0,4,1
25,4.9,2,1,0,0,22.0,15.5,10.0,12,3
28,5.0,6,4,0,0,21.0,33.4,10.0,6,4
31,4.7,2,3,1,0,36.0,10.9,15.0,8,2
37,4.9,5,1,1,0,19.0,42.7,15.0,6,3
24,4.6,2,4,0,0,29.0,11.2,10.0,4,7
34,4.8,2,4,1,0,41.0,21.7,15.0,12,1
32,4.6,6,1,1,0,24.0,4.9,10.0,8,3
35,4.7,3,1,1,0,25.0,6.9,5.0,9,4
32,4.0,6,2,2,0,34.0,24.5,13.637659788127785,4,2
32,4.6,2,1,1,0,27.0,2.7,10.82990630233677,4,2
37,4.8,3,2,1,0,28.0,17.0,11.231013943164058,6,2
39,4.8,2,1,0,0,28.0,17.3,15.0,6,3
33,4.3,6,3,3,1,46.0,6.2,5.0,4,4
23,4.6,4,2,1,0,30.0,17.1,12.033229224818632,9,1
26,5.0,3,2,1,0,28.0,15.0,10.0,8,6
39,4.3,5,3,1,0,37.0,9.0,15.0,4,2
31,4.3,4,2,1,1,41.0,11.9,10.0,6,3
24,4.7,1,1,0,0,17.0,2.1,6.818829894063892,12,4
31,4.7,6,2,0,0,23.0,19.4,5.0,6,0
20,5.0,1,4,1,0,14.0,15.1,5.615506971582029,6,5
23,4.6,4,2,1,0,31.0,20.8,12.43433686564592,8,5
39,4.1,6,4,1,0,39.0,33.9,5.0,6,4
23,4.6,2,3,0,0,21.0,12.1,5.0,4,4
23,4.9,4,2,0,0,25.0,18.45,10.0,6,2
23,4.7,6,1,0,0,18.0,24.8,10.0,9,1
24,4.7,3,2,0,0,22.0,12.6,5.0,6,4
39,4.1,3,2,1,0,34.0,17.3,15.0,4,3
21,4.3,4,2,1,0,38.0,16.2,5.0,9,7
37,4.1,4,3,0,0,33.0,3.4,15.0,8,4
20,4.9,5,2,0,0,20.0,6.4,15.0,9,1
34,4.8,5,3,1,0,30.0,9.4,10.0,9,0
20,4.3,3,1,0,0,15.0,6.9,5.0,4,1
27,4.9,3,1,0,0,18.0,39.8,5.0,6,0
38,4.8,6,2,0,0,22.0,14.9,8.824368098200331,12,0
27,4.9,1,1,0,0,16.0,7.3,10.0,4,4
25,4.7,3,1,1,0,14.0,28.1,5.615506971582029,9,4
36,4.7,4,1,0,0,27.0,22.9,10.0,6,3
32,4.9,1,2,0,0,25.0,26.9,15.0,8,3
26,5.0,5,3,1,0,22.0,8.1,5.0,8,3
27,4.7,1,4,1,0,29.0,25.4,10.0,4,1
33,4.3,3,4,0,0,36.0,22.6,15.0,6,2
21,4.8,1,4,1,0,13.0,14.8,10.0,6,5
34,4.6,2,4,2,1,48.0,18.85,10.0,4,5
23,4.9,5,2,1,0,28.0,22.9,15.0,9,7
31,4.3,4,4,1,0,32.0,8.7,15.0,8,6
33,4.8,6,2,1,0,33.0,12.9,15.0,12,3
32,4.2,4,2,0,0,36.0,26.2,10.0,9,7
36,4.3,3,1,0,0,23.0,1.9,5.0,4,3
21,4.8,3,2,1,0,23.0,11.7,5.0,4,0
33,4.4,6,2,1,0,33.0,55.5,5.0,4,5
22,4.7,1,2,0,0,14.0,6.7,10.0,12,5
29,4.7,3,1,0,0,10.0,4.9,4.011076408272878,8,3
37,5.0,3,4,1,0,48.0,26.9,19.253166759709814,4,2
24,4.4,4,2,1,0,31.0,22.5,15.0,9,2
22,4.0,2,4,1,0,43.0,27.6,5.0,9,6
36,4.1,5,4,1,0,38.0,12.9,5.0,4,7
32,4.0,6,2,2,1,47.0,18.8,18.85205911888253,4,2
22,4.0,5,4,1,0,39.0,21.6,15.0,4,5
27,4.6,6,4,1,0,14.0,10.7,10.0,8,3
36,4.4,2,1,0,0,42.0,15.7,10.0,4,2
20,3.7,1,4,1,0,47.0,11.7,5.0,4,2
30,5.0,2,4,1,0,33.0,11.3,5.0,12,0
39,4.6,1,4,1,0,15.0,30.1,6.016614612409317,8,4
30,4.2,5,3,0,0,45.0,9.0,18.04984383722795,4,3
32,5.0,2,4,1,0,28.0,16.1,10.0,9,4
33,5.0,1,2,1,0,17.0,17.1,5.0,6,5
39,4.6,2,2,1,0,28.0,5.2,10.0,4,5
27,4.9,6,4,1,0,29.0,17.5,11.632121583991346,4,6
34,4.4,3,2,1,0,33.0,6.0,5.0,4,3
22,4.6,6,2,0,0,16.0,31.2,5.0,9,7
36,4.3,3,4,1,0,35.0,25.0,5.0,4,3
25,4.7,2,4,1,1,44.0,26.4,15.0,4,3
21,4.6,3,4,0,0,17.0,15.2,15.0,12,1
21,4.4,4,1,1,0,33.0,11.2,13.236552147300497,8,2
22,4.2,1,3,3,0,53.0,1.9,5.0,4,5
32,5.0,3,2,1,1,49.0,19.0,15.0,4,5
35,4.8,4,1,0,0,10.0,12.0,4.011076408272878,12,7
38,4.7,5,4,1,0,32.0,20.4,5.0,9,1
32,4.6,2,3,1,0,39.0,8.6,5.0,6,2
36,5.0,2,4,1,0,27.0,6.7,10.82990630233677,6,1
28,4.7,3,4,0,0,24.0,34.7,10.0,6,5
21,5.0,1,4,0,0,17.0,32.2,15.0,4,0
28,4.0,5,4,1,0,33.0,15.3,15.0,4,0
34,5.0,5,2,1,0,21.0,35.7,5.0,9,4
27,4.5,3,3,0,0,10.0,7.9,4.011076408272878,12,2
26,4.7,3,1,1,0,19.0,2.4,10.0,9,4
22,5.0,4,2,0,0,19.0,7.8,7.621045175718468,8,5
37,4.5,5,4,1,0,26.0,15.1,5.0,9,6
29,4.7,1,1,1,0,21.0,28.6,15.0,4,1
35,5.0,1,2,1,0,19.0,17.8,7.621045175718468,12,3
30,4.8,5,2,1,0,25.0,28.5,15.0,6,5
29,4.1,2,2,1,0,38.0,23.5,15.242090351436936,9,5
21,4.7,2,4,1,0,25.0,8.1,10.0,8,2
33,4.4,2,3,1,0,39.0,11.1,10.0,9,5
28,4.9,4,1,0,0,14.0,11.2,10.0,6,6
33,4.3,2,2,2,0,42.0,24.4,5.0,12,0
20,4.6,6,1,0,0,14.0,21.1,5.0,8,2
36,4.5,1,2,1,0,26.0,10.6,15.0,4,1
30,4.5,3,2,0,0,25.0,8.9,10.0,9,3
28,4.5,3,4,0,0,21.0,23.3,5.0,8,4
27,4.8,6,2,1,0,12.0,7.6,5.0,4,6
27,4.8,2,3,0,0,22.0,7.7,15.0,4,0
36,4.6,4,4,0,0,34.0,9.7,13.637659788127785,8,5
27,4.8,3,4,1,0,25.0,15.8,10.027691020682196,12,4
29,4.6,5,4,1,0,11.0,11.7,5.0,6,7
28,4.6,6,2,1,0,11.0,12.3,5.0,4,6
37,4.8,1,4,1,0,22.0,11.6,15.0,8,3
27,4.6,6,4,0,0,33.0,11.3,15.0,4,0
34,5.0,6,1,0,0,25.0,20.1,15.0,12,0
33,4.3,4,1,0,0,41.0,13.4,16.4454132739188,8,0
33,3.6,1,4,0,0,32.0,14.3,15.0,9,7
35,4.6,3,1,1,0,17.0,18.8,10.0,6,5
31,4.0,5,4,0,0,46.0,24.0,10.0,4,3
37,4.7,6,3,2,0,49.0,2.2,10.0,4,2
20,5.0,1,1,0,0,22.0,2.1,5.0,6,0
37,4.5,3,3,1,0,27.0,6.6,10.0,6,2
32,4.6,6,1,1,0,28.0,25.4,10.0,9,2
36,4.9,3,1,1,0,28.0,27.6,15.0,6,5
26,4.7,6,4,1,0,26.0,18.7,10.0,8,0
20,4.5,1,4,1,0,41.0,11.8,10.0,4,1
24,4.2,4,4,0,0,31.0,6.1,10.0,9,3
39,4.7,6,4,1,0,26.0,15.0,15.0,8,6
39,4.6,1,1,1,0,21.0,12.8,15.0,4,4
22,4.6,3,1,1,0,17.0,3.9,15.0,6,2
30,4.6,5,2,1,0,26.0,6.5,5.0,6,6
30,4.5,6,4,1,0,26.0,13.4,10.0,8,2
39,4.4,2,2,2,0,44.0,24.8,15.0,8,3
31,4.4,5,2,1,0,43.0,13.4,10.0,4,7
24,4.5,3,2,1,0,17.0,12.4,15.0,4,7
27,4.6,3,2,0,0,25.0,13.3,5.0,4,2
37,4.6,2,1,1,0,15.0,2.6,10.0,6,0
24,4.9,1,4,1,0,17.0,6.3,15.0,9,1
37,4.5,3,1,1,0,23.0,26.8,5.0,8,2
22,5.0,5,1,1,0,16.0,17.2,6.4177222532366045,4,5
27,5.0,5,2,1,0,24.0,10.1,10.0,6,6
20,4.6,4,2,1,0,26.0,22.2,5.0,6,2
38,4.6,5,1,1,0,21.0,2.1,10.0,8,3
27,3.2,1,1,1,0,36.0,15.2,10.0,9,1
32,4.7,3,4,1,0,44.0,27.0,15.0,4,4
28,4.6,4,2,0,0,14.0,11.5,5.0,9,2
38,4.5,3,1,0,0,21.0,6.6,5.0,9,3
20,4.8,5,4,1,0,25.0,19.0,10.0,9,7
31,4.7,2,3,1,0,30.0,5.1,15.0,8,3
21,5.0,4,4,1,0,48.0,36.7,10.0,4,5
36,4.6,4,1,0,0,39.0,23.5,15.0,4,1
34,4.2,2,2,1,0,32.0,10.9,10.0,4,4
28,4.2,5,1,0,0,20.0,11.4,15.0,4,6
38,5.0,4,4,1,0,51.0,15.4,15.0,4,5
31,4.5,5,1,1,0,17.0,13.8,15.0,9,2
38,4.6,4,4,1,0,48.0,30.3,10.0,9,3
35,4.6,3,3,0,0,27.0,3.5,5.0,6,3
39,4.9,6,1,0,0,25.0,14.4,5.0,8,3
28,4.7,2,3,0,0,25.0,1.9,15.0,6,2
31,4.4,6,2,1,0,29.0,2.0,11.632121583991346,4,5
34,4.2,3,1,1,0,32.0,2.1,15.0,4,4
32,4.7,6,1,1,0,23.0,12.6,10.0,12,2
32,4.6,4,1,1,0,15.0,9.333,10.0,8,5
33,4.4,4,4,1,0,35.0,6.066,15.0,8,1
21,4.8,6,1,0,0,12.0,2.8,4.813291689927453,6,2
21,4.0,2,4,0,0,41.0,14.5,16.4454132739188,6,5
24,4.6,4,1,0,0,14.0,2.0,10.0,6,3
31,4.0,5,2,1,0,36.0,27.5,14.43987506978236,4,3
29,4.9,3,1,1,0,11.0,10.8,5.0,8,1
26,2.8,1,1,0,0,39.0,26.8,15.0,6,2
31,5.0,6,1,1,0,21.0,2.2,15.0,6,0
39,4.6,4,2,0,0,16.0,9.2,5.0,8,5
38,5.0,5,3,0,0,31.0,9.1,5.0,9,2
32,4.5,6,1,1,0,25.0,23.3,15.0,12,1
23,4.6,4,1,1,0,25.0,21.3,10.027691020682196,8,5
22,4.8,5,4,1,0,15.0,14.7,6.016614612409317,8,6
21,4.9,1,4,1,0,17.0,11.0,5.0,9,5
32,4.6,3,1,1,0,22.0,4.4,15.0,6,3
30,4.1,2,4,1,0,34.0,9.2,5.0,6,5
27,4.5,3,1,0,0,18.0,21.9,7.21993753489118,4,2
38,4.8,1,3,0,0,18.0,8.3,10.0,6,5
22,4.7,6,2,0,0,25.0,17.1,15.0,9,5
30,4.7,4,1,1,0,28.0,11.9,11.231013943164058,4,1
33,4.9,2,2,1,0,31.0,6.7,15.0,4,0
20,5.0,4,2,2,0,42.0,29.5,16.846520914746087,4,4
22,4.6,4,1,1,0,23.0,2.0,10.0,4,0
38,4.8,3,2,1,0,29.0,8.1,10.0,4,2
28,4.6,6,4,1,0,29.0,5.6,15.0,4,1
33,4.7,1,1,1,0,28.0,15.6,11.231013943164058,9,5
31,4.7,5,1,1,0,28.0,26.9,5.0,4,0
38,5.0,6,2,1,0,31.0,10.3,15.0,9,5
30,5.0,6,4,1,0,27.0,16.0,10.0,8,6
33,4.9,1,1,1,0,28.0,12.9,15.0,8,4
36,4.7,1,1,1,0,19.0,21.1,10.0,9,3
33,4.1,3,1,1,0,24.0,5.7,9.626583379854909,4,1
34,4.7,1,1,0,0,20.0,17.2,8.022152816545756,6,6
35,4.9,2,2,1,0,28.0,7.4,5.0,4,6
26,4.6,1,3,0,0,18.0,7.3,15.0,8,3
21,4.6,5,3,0,0,22.0,8.4,10.0,4,5
32,4.8,3,4,1,0,28.0,12.0,10.0,12,5
30,4.9,4,2,1,0,30.0,10.3,12.033229224818632,4,1
35,5.0,3,1,1,0,17.0,10.45,15.0,8,2
37,4.9,4,1,0,0,15.0,10.6,5.0,12,3
