Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_performance_Impact,Festival,multiple_deliveries,pickup_time,Travel_Distance,Time_taken
22,4.5,1,4,6,0,1,5.0,19.0,14.0
32,4.4,5,3,3,0,2,15.0,8.4,39.0
32,4.7,6,2,8,0,2,5.0,20.5,28.0
28,4.1,1,4,3,0,2,15.0,7.8,40.0
33,4.9,1,1,8,0,1,15.0,5.3,16.0
35,4.0,3,4,3,0,2,10.0,7.1,33.0
32,4.5,2,4,12,0,2,8.0,21.2,45.0
32,4.1,5,4,3,0,2,10.0,16.7,42.0
33,4.5,6,1,6,0,2,15.0,17.15,26.0
36,4.0,2,4,12,0,2,12.0,11.0,32.0
27,4.9,3,1,8,0,2,10.0,2.3,13.0
20,4.6,2,1,3,0,1,15.0,2.8,16.0
32,3.6,3,4,8,0,2,5.0,21.2,41.0
26,4.9,2,1,3,0,1,8.0,17.5,23.0
33,4.9,5,2,8,0,2,5.0,9.0,28.0
33,4.9,1,4,12,0,1,15.0,10.4,18.0
24,4.5,4,2,3,0,2,15.0,7.6,27.0
32,4.3,2,3,3,0,2,15.0,10.6,34.0
21,4.5,5,2,9,0,2,15.0,10.2,25.0
31,4.7,2,2,12,0,2,5.0,20.1,35.0
33,4.7,5,4,12,0,2,15.0,23.9,26.0
24,4.8,5,1,9,0,2,5.0,35.9,18.0
27,4.9,5,4,9,0,2,10.0,22.9,25.0
23,4.7,5,4,6,0,1,5.0,21.6,22.0
38,4.9,4,1,12,0,2,5.0,14.7,16.0
21,4.7,3,4,6,0,2,8.0,6.9,11.0
38,4.7,4,1,9,0,2,10.0,10.4,17.0
31,4.6,4,4,3,0,1,14.0,7.4,28.0
33,4.3,5,1,3,0,2,15.0,4.7,28.0
27,4.5,6,1,12,0,1,5.0,2.0,15.0
27,4.8,2,1,9,0,1,5.0,3.1,11.0
20,4.9,5,2,3,0,2,15.0,16.8,36.0
34,4.6,2,1,6,0,1,8.0,2.6,15.0
20,4.6,6,2,8,0,1,15.0,20.1,23.0
20,4.8,2,3,12,0,2,5.0,5.2,26.0
24,4.9,5,4,9,0,2,8.0,9.7,12.0
31,4.7,3,1,8,0,2,10.0,14.9,24.0
25,4.8,3,1,12,0,1,10.0,2.2,15.0
28,4.7,6,3,6,0,2,15.0,17.4,30.0
25,4.9,6,1,12,0,1,15.0,24.6,16.0
25,4.6,1,2,12,0,1,5.0,8.8,11.0
38,4.9,2,1,6,0,2,5.0,30.2,28.0
24,4.8,5,4,12,0,2,5.0,11.2,29.0
20,4.9,6,1,6,0,1,10.0,16.7,11.0
27,4.5,3,2,6,0,1,5.0,7.7,26.0
24,4.9,4,2,8,0,2,5.0,24.7,26.0
25,5.0,6,4,12,0,2,5.0,36.25,20.0
27,5.0,2,2,6,0,2,10.0,19.7,39.0
35,4.8,6,2,6,0,2,15.0,10.7,30.0
21,4.9,1,2,6,0,2,5.0,14.9,10.0
29,4.7,4,1,6,0,1,5.0,13.4,23.0
30,4.8,2,4,6,0,1,12.0,20.9,47.0
37,4.7,6,2,3,0,1,5.0,13.8,48.0
21,4.7,3,1,6,0,1,5.0,6.5,10.0
36,3.8,5,4,6,0,1,10.0,34.8,39.0
30,5.0,5,4,3,0,3,8.0,21.3,36.0
36,4.8,1,1,8,0,1,5.0,5.3,10.0
33,4.9,4,2,12,0,1,10.0,7.1,16.0
28,5.0,5,4,3,0,2,8.0,20.1,33.0
23,4.6,6,1,9,0,2,10.0,9.7,15.0
23,4.6,1,2,6,0,1,10.0,8.9,11.0
38,4.7,4,2,6,0,2,15.0,21.3,30.0
24,4.7,1,4,8,0,2,10.0,18.2,23.0
36,4.0,3,2,3,0,2,10.0,22.5,49.0
33,5.0,5,3,8,0,2,7.0,10.1,33.0
33,4.9,6,1,9,0,2,15.0,12.1,22.0
22,4.9,4,1,3,0,2,5.0,16.4,21.0
23,4.1,2,2,9,0,1,15.0,11.9,32.0
25,4.8,1,4,12,0,2,8.0,13.4,14.0
39,4.9,6,1,6,0,2,14.0,22.8,25.0
36,4.7,2,4,3,1,1,5.0,29.6,45.0
36,4.3,3,3,8,0,1,15.0,10.0,31.0
21,4.6,4,4,6,0,2,15.0,22.8,43.0
20,4.5,1,2,9,0,1,5.0,22.1,11.0
23,4.8,4,2,9,0,2,5.0,24.7,38.0
22,5.0,2,4,6,0,3,15.0,15.4,43.0
30,4.2,1,2,3,0,2,10.0,14.2,39.0
24,5.0,2,2,6,0,2,5.0,9.2,12.0
28,4.5,1,1,3,0,1,5.0,15.0,27.0
39,4.6,1,4,6,0,1,15.0,25.0,24.0
25,4.6,6,1,8,0,1,5.0,2.1,12.0
21,4.4,5,1,3,0,2,5.0,3.5,20.0
28,4.7,1,1,12,0,1,15.0,3.7,22.0
34,5.0,1,4,12,0,1,5.0,14.4,27.0
37,3.8,5,4,12,0,1,15.0,24.8,41.0
24,4.9,6,4,6,0,2,15.0,6.3,23.0
35,4.0,2,2,8,0,2,10.0,24.5,38.0
28,4.8,2,4,3,0,4,10.0,22.6,45.0
38,4.8,6,2,6,0,1,5.0,9.1,34.0
38,5.0,1,1,6,0,2,5.0,5.9,12.0
39,4.2,5,3,12,0,2,5.0,3.6,33.0
30,5.0,3,2,9,0,1,15.0,22.8,21.0
34,3.7,6,2,12,0,2,15.0,30.8,38.0
36,4.6,5,3,6,0,1,10.0,2.2,30.0
32,4.9,4,4,3,1,4,5.0,16.7,51.5
36,4.7,3,4,6,0,2,5.0,9.4,26.0
28,4.5,1,1,3,0,1,10.0,12.9,20.0
23,4.9,4,3,3,0,1,10.0,8.5,20.0
24,4.5,1,2,6,0,1,5.0,21.2,13.0
37,4.2,3,4,8,0,2,10.0,23.3,41.0
24,4.9,5,4,12,0,2,5.0,22.8,26.0
20,4.7,3,1,12,0,1,5.0,12.0,11.0
28,4.7,3,2,3,0,2,10.0,33.9,26.0
38,4.6,2,1,8,0,1,15.0,17.3,30.0
33,4.9,1,1,8,0,1,6.0,12.4,15.0
29,5.0,3,1,8,0,2,10.0,9.1,16.0
28,4.6,1,1,3,0,1,15.0,4.2,18.0
26,4.7,2,2,3,0,2,5.0,25.2,41.0
27,4.7,3,2,3,0,2,5.0,11.7,17.0
32,5.0,6,2,3,0,3,5.0,20.9,42.0
37,4.7,1,4,9,0,2,5.0,6.6,16.0
37,4.9,4,4,6,0,2,10.0,16.7,35.0
37,4.8,1,1,3,0,1,10.0,17.1,22.0
34,4.7,2,3,3,0,2,15.0,3.8,26.0
31,5.0,4,4,8,0,2,5.0,15.9,46.0
24,4.6,4,2,12,0,2,10.0,11.1,14.0
30,4.6,4,1,3,0,1,12.0,6.1,20.0
36,4.4,2,4,9,0,2,5.0,20.1,41.0
33,4.8,5,1,3,0,2,12.0,20.8,22.0
39,4.8,4,1,3,0,2,10.0,2.1,24.0
29,4.5,2,4,12,0,2,7.0,32.5,30.0
32,4.4,4,3,6,0,2,5.0,8.4,39.0
24,4.8,4,1,12,0,1,10.0,2.1,16.0
28,4.9,6,4,3,0,2,7.0,24.4,39.0
24,4.9,6,1,3,0,2,10.0,15.9,17.0
32,4.8,4,1,12,0,1,5.0,12.6,15.0
38,4.6,5,2,6,0,2,15.0,15.1,30.0
23,4.6,6,4,6,0,2,5.0,19.0,15.0
21,4.7,5,2,8,0,2,5.0,7.4,20.0
26,4.9,1,2,12,0,1,10.0,5.9,15.0
22,4.7,2,4,9,0,1,10.0,8.6,33.0
26,4.6,1,4,8,0,1,8.0,6.0,14.0
36,4.7,5,1,3,0,2,15.0,19.8,24.0
23,4.9,3,4,6,0,2,5.0,18.9,27.0
24,4.8,2,1,3,0,1,8.0,12.3,22.0
37,4.3,4,3,12,0,2,11.0,7.7,36.0
24,4.9,6,4,3,0,2,10.0,6.8,17.0
28,4.5,1,2,3,0,2,10.0,13.1,25.0
28,4.7,4,1,9,0,1,5.0,17.7,20.0
39,4.7,4,3,9,0,3,10.0,1.6,39.0
23,4.6,5,3,3,0,2,5.0,10.3,18.0
36,4.9,5,1,6,0,2,12.0,3.5,23.0
27,4.9,3,1,6,0,2,5.0,22.9,16.0
29,4.5,6,4,8,0,1,5.0,15.0,27.0
24,4.5,1,2,12,0,1,10.0,7.6,11.0
39,4.9,6,1,8,0,2,15.0,2.4,29.0
35,4.9,4,2,3,0,1,8.0,16.3,47.0
29,4.6,4,1,6,0,1,8.0,27.9,17.0
37,4.8,5,1,12,0,2,5.0,21.3,25.0
25,2.7,1,1,9,0,2,15.0,12.5,31.0
32,4.6,5,3,12,0,2,10.0,7.5,25.0
35,4.9,4,1,6,0,2,15.0,18.0,26.0
34,4.8,6,1,6,0,2,15.0,8.0,29.0
34,4.9,6,1,9,0,2,15.0,2.7,27.0
32,5.0,3,4,3,0,2,12.0,14.3,43.0
38,4.8,1,4,9,0,1,5.0,31.1,16.0
22,4.9,1,2,6,0,2,5.0,18.4,13.0
36,4.7,5,2,12,0,1,12.0,5.9,28.0
35,4.6,1,2,3,0,1,8.0,21.9,39.0
30,4.9,1,2,12,0,2,15.0,25.5,22.0
28,5.0,5,2,3,0,1,10.0,6.9,29.0
26,4.8,3,2,6,0,1,15.0,8.5,20.0
27,4.6,3,1,3,0,1,5.0,25.8,18.0
29,4.5,4,1,12,0,2,10.0,25.6,25.0
38,4.9,4,4,3,0,2,10.0,35.7,48.0
27,4.2,6,1,3,0,2,5.0,2.0,16.0
38,5.0,4,4,12,0,2,10.0,16.0,38.0
22,4.5,4,1,12,0,2,10.0,30.6,20.0
24,4.7,3,1,3,0,1,5.0,27.85,24.0
26,4.9,6,1,12,0,2,10.0,28.8,18.0
26,2.8,1,1,6,0,1,15.0,26.8,39.0
34,4.8,6,1,9,0,2,7.0,3.3,23.0
33,4.8,2,1,12,0,1,10.0,5.9,17.0
39,4.7,2,2,3,0,2,8.0,14.6,30.0
28,4.8,4,2,12,0,2,15.0,24.2,30.0
25,4.7,3,4,3,0,2,10.0,13.3,32.0
23,4.3,4,4,8,0,2,10.0,19.8,39.0
34,4.6,4,1,12,0,3,15.0,16.65,43.0
38,4.4,2,1,3,0,2,12.0,12.7,41.0
37,4.6,1,4,9,0,2,5.0,13.4,22.0
34,4.0,5,1,3,0,2,5.0,5.4,27.0
34,4.9,5,3,6,0,1,12.0,8.5,30.0
34,4.6,4,1,3,0,2,12.0,33.7,39.0
22,4.6,2,4,3,0,3,10.0,28.9,49.0
38,4.9,5,3,8,0,2,15.0,2.8,28.0
23,5.0,4,2,12,0,1,7.0,17.2,15.0
37,5.0,4,4,6,0,2,5.0,7.5,39.0
23,4.6,3,1,6,0,1,10.0,5.1,11.0
22,4.0,5,1,3,0,2,10.0,4.3,19.0
32,4.9,2,4,3,0,3,15.0,27.9,51.5
20,4.8,4,4,3,1,2,10.0,15.6,49.0
23,4.8,4,4,3,0,2,8.0,23.9,44.0
22,4.2,3,4,3,0,1,10.0,22.1,31.0
34,4.8,5,1,3,0,2,5.0,32.2,21.0
23,4.8,3,4,3,0,2,15.0,11.7,23.0
38,4.2,4,1,3,0,2,5.0,18.2,36.0
30,4.8,4,4,12,0,2,5.0,13.5,35.0
32,3.9,6,4,9,0,1,5.0,18.7,32.0
30,4.7,3,3,6,0,1,5.0,3.4,29.0
22,5.0,5,4,9,0,1,10.0,15.5,26.0
31,4.0,2,4,8,0,1,15.0,16.1,42.0
27,4.8,3,4,9,0,2,8.0,15.8,25.0
24,5.0,3,4,3,0,2,10.0,6.5,25.0
21,4.6,2,4,3,0,1,15.0,17.5,43.0
39,4.6,3,1,8,0,1,5.0,5.7,27.0
26,4.7,1,4,6,0,2,15.0,8.7,16.0
34,4.9,4,1,6,0,2,5.0,15.4,15.0
38,4.2,3,1,3,0,2,10.0,4.4,33.0
39,4.7,6,3,8,0,2,15.0,7.3,27.0
20,5.0,3,4,8,0,2,10.0,27.4,26.0
30,4.5,1,1,12,0,2,15.0,15.7,27.0
28,4.8,4,3,8,0,2,5.0,3.4,28.0
30,4.1,4,4,6,0,2,10.0,23.7,48.0
39,4.7,2,4,3,0,2,10.0,17.8,28.0
21,4.2,3,1,3,0,1,9.0,4.4,22.0
39,4.6,4,1,6,0,2,15.0,3.5,17.0
32,3.8,3,2,8,0,2,12.0,16.5,34.0
33,4.7,1,3,6,0,2,10.0,10.6,17.0
24,4.7,1,4,6,0,2,5.0,20.2,23.0
29,4.5,3,3,3,0,2,10.0,2.6,27.0
20,4.9,1,1,6,0,1,5.0,4.4,20.0
35,4.8,5,2,3,0,2,15.0,14.0,28.0
25,4.7,3,3,3,0,2,13.0,9.1,32.0
25,4.5,5,2,12,0,1,10.0,17.2,15.0
32,4.2,2,4,12,0,1,10.0,13.7,37.0
25,4.5,1,1,3,0,2,8.0,2.4,18.0
37,4.7,1,4,3,0,2,13.0,12.2,43.0
27,4.9,6,4,12,0,2,15.0,18.9,17.0
20,4.5,1,4,12,0,2,10.0,16.7,15.0
38,4.6,6,4,3,0,2,10.0,12.8,46.0
39,4.9,6,4,6,0,2,10.0,13.8,30.0
36,4.9,2,1,3,0,2,10.0,3.3,23.0
24,4.4,3,2,6,0,2,5.0,33.4,22.0
39,5.0,1,1,12,0,2,5.0,6.2,14.0
22,4.6,1,2,12,0,2,5.0,17.6,18.0
36,4.9,2,3,9,0,2,10.0,4.3,37.0
30,3.5,2,1,6,0,2,5.0,24.1,36.0
35,4.8,4,1,6,0,2,10.0,2.2,18.0
22,4.9,6,1,3,0,1,5.0,22.5,20.0
22,4.7,1,2,3,0,2,15.0,27.7,28.0
20,4.9,6,2,9,0,2,10.0,8.1,24.0
25,4.7,5,1,12,0,1,4.0,2.1,10.0
25,4.5,4,1,6,0,2,10.0,18.7,29.0
28,4.9,3,1,8,0,2,5.0,13.2,15.0
20,4.6,1,2,8,0,2,5.0,16.7,13.0
20,4.8,6,2,3,0,2,10.0,8.9,14.0
23,4.8,1,2,3,0,1,10.0,9.9,21.0
39,4.8,2,1,8,0,2,5.0,1.9,15.0
24,4.6,5,4,6,0,2,4.0,11.7,10.0
22,4.5,6,1,6,0,1,5.0,16.8,15.0
24,4.2,4,2,6,0,2,5.0,32.2,31.0
25,4.5,4,1,12,0,2,5.0,25.5,27.0
25,4.7,1,4,8,0,1,10.0,16.4,18.0
25,4.9,2,1,3,0,1,10.0,23.1,21.0
29,4.9,5,4,6,0,1,5.0,22.3,20.0
21,4.1,4,4,9,1,2,7.0,26.6,41.0
36,4.6,4,2,6,0,2,5.0,6.7,15.0
33,4.2,6,1,3,0,2,7.0,5.8,33.0
20,4.8,1,2,8,0,1,10.0,22.3,11.0
26,4.9,2,1,9,0,1,5.0,4.8,13.0
32,4.5,4,1,6,0,2,12.0,3.0,19.0
39,4.8,4,1,16,0,2,5.0,13.2,13.0
21,4.6,3,4,3,0,2,15.0,24.7,26.0
24,4.5,6,2,12,0,2,10.0,34.7,27.0
20,4.9,6,4,3,0,2,5.0,11.8,20.0
35,4.9,3,4,6,0,2,15.0,21.6,25.0
20,5.0,4,4,6,0,2,10.0,20.4,36.0
31,4.3,6,4,3,0,2,5.0,13.9,35.0
24,4.7,1,4,9,0,1,8.0,25.3,10.0
27,5.0,3,4,6,0,2,10.0,15.7,26.0
28,4.6,5,2,6,0,2,10.0,19.1,21.0
27,4.8,3,4,12,0,2,10.0,16.9,20.0
36,4.6,6,1,12,0,1,5.0,13.2,23.0
31,4.5,4,4,8,0,3,5.0,15.9,48.0
35,4.6,4,1,3,0,1,5.0,3.2,21.0
32,4.9,3,1,8,0,2,15.0,4.0,29.0
33,5.0,1,1,12,0,2,15.0,17.8,27.0
32,4.3,6,1,3,0,2,15.0,13.1,33.0
38,4.4,6,2,3,0,2,10.0,13.3,31.0
27,4.7,3,4,9,0,1,5.0,15.1,18.0
21,5.0,5,4,3,0,2,5.0,9.3,22.0
25,4.8,6,2,12,0,1,10.0,20.6,23.0
39,4.9,1,3,8,0,1,15.0,2.5,20.0
31,4.8,3,4,12,0,1,15.0,11.5,29.0
36,4.7,2,2,3,0,3,5.0,17.2,41.0
35,4.1,2,1,9,0,2,12.0,15.3,36.0
38,4.9,4,1,3,0,2,13.0,2.6,24.0
26,4.9,6,1,3,0,1,12.0,24.5,15.0
29,4.7,2,4,8,0,1,15.0,23.9,34.0
36,4.6,2,2,9,0,1,12.0,16.1,32.0
29,4.8,4,1,8,0,1,10.0,17.05,16.0
38,4.2,4,4,9,0,2,10.0,17.8,35.0
28,4.9,5,2,8,0,2,10.0,9.1,22.0
22,4.6,2,3,3,0,2,15.0,2.5,29.0
21,4.7,6,4,6,0,1,10.0,21.5,21.0
30,4.8,6,2,12,0,2,5.0,18.7,25.0
36,4.2,2,4,8,0,2,15.0,23.9,41.0
33,4.7,2,1,8,0,1,15.0,3.6,16.0
39,4.1,3,2,12,0,2,10.0,25.9,31.0
20,4.9,4,1,9,0,2,12.0,10.9,13.0
39,4.8,4,1,12,0,1,8.0,4.3,26.0
34,4.1,3,3,9,0,2,15.0,1.9,34.0
26,4.6,5,3,12,0,1,15.0,3.2,16.0
35,4.4,4,3,6,1,3,5.0,9.1,39.0
33,5.0,1,2,3,0,1,5.0,27.5,34.0
23,5.0,4,1,6,0,2,8.0,5.9,11.0
21,4.8,2,3,3,0,2,5.0,3.8,20.0
39,5.0,1,2,6,0,2,5.0,23.7,26.0
35,3.7,6,4,8,0,2,15.0,22.9,32.0
27,4.6,1,1,6,0,2,10.0,14.8,26.0
36,4.2,2,4,12,0,2,5.0,24.3,36.0
20,4.8,4,4,8,0,2,10.0,7.6,25.0
34,4.7,1,4,3,0,1,5.0,14.0,30.0
21,4.5,2,3,12,0,2,10.0,10.5,30.0
29,4.2,2,4,8,0,1,10.0,10.0,34.0
21,4.7,4,4,3,1,3,15.0,21.5,44.0
27,4.9,5,1,12,0,2,15.0,20.6,17.0
37,4.5,1,2,8,0,1,10.0,15.7,22.0
21,4.5,6,2,8,0,1,15.0,6.1,29.0
24,4.8,1,1,6,0,2,10.0,12.2,16.0
20,4.7,5,1,6,0,1,8.0,5.1,10.0
31,4.7,6,1,8,0,1,5.0,17.5,24.0
24,4.6,6,4,8,0,2,15.0,28.6,23.0
39,4.1,6,4,8,0,3,5.0,12.0,33.0
20,4.9,4,4,9,0,1,15.0,8.9,21.0
33,4.7,4,1,9,0,1,11.0,13.4,15.0
25,4.6,5,4,3,0,2,10.0,22.9,31.0
20,4.9,6,2,3,0,2,15.0,12.0,28.0
23,4.3,1,4,3,0,4,15.0,6.7,51.5
39,5.0,4,4,8,0,2,10.0,13.6,26.0
38,4.6,1,4,12,0,2,5.0,18.2,27.0
21,4.2,1,4,3,0,2,5.0,13.6,51.5
27,4.8,5,4,6,0,1,8.0,16.7,29.0
30,5.0,6,4,6,0,2,15.0,7.7,25.0
29,4.7,5,1,9,0,1,8.0,5.2,11.0
27,4.8,1,2,8,0,2,5.0,15.6,15.0
34,4.8,1,1,6,0,2,4.0,4.7,10.0
31,4.2,3,1,3,0,2,12.0,3.2,28.0
37,4.9,3,1,6,0,2,15.0,10.6,24.0
28,3.4,1,1,6,0,2,8.0,18.3,33.0
26,4.9,6,1,6,0,2,10.0,34.8,15.0
24,4.8,6,2,6,0,1,10.0,10.5,28.0
24,3.5,1,1,6,0,1,15.0,13.35,36.0
23,4.8,6,3,3,0,2,10.0,7.5,33.0
23,4.6,6,1,8,0,1,10.0,25.3,13.0
34,4.2,3,2,12,0,2,5.0,18.4,32.0
27,4.6,4,1,3,0,2,10.0,20.4,24.0
31,5.0,1,4,3,0,1,15.0,17.6,36.0
24,4.7,5,4,12,0,2,8.0,10.6,21.0
35,4.8,3,1,8,0,2,6.0,26.2,15.0
25,4.3,1,4,3,1,2,8.0,10.4,44.0
20,3.5,1,1,12,0,2,10.0,26.7,40.0
22,4.6,1,4,6,0,2,15.0,14.6,18.0
39,4.5,5,1,3,0,2,5.0,3.2,26.0
23,4.5,3,2,12,0,2,15.0,10.45,16.0
30,4.6,1,3,12,0,1,10.0,8.2,16.0
38,4.3,5,4,9,0,2,5.0,16.5,32.0
27,4.6,6,4,3,0,2,11.0,15.6,39.0
25,4.8,4,1,6,0,1,10.0,16.5,20.0
22,4.5,1,4,8,0,2,12.0,9.433,24.0
36,4.9,1,1,3,0,2,15.0,6.5,26.0
24,4.5,6,3,3,0,1,10.0,5.0,25.0
34,4.9,1,1,6,0,1,15.0,13.5,18.0
28,4.8,3,3,9,0,2,5.0,11.666,27.0
20,4.9,4,4,8,0,1,5.0,13.3,26.0
27,4.1,5,1,3,0,1,10.0,10.5,16.0
36,3.6,6,2,9,0,1,5.0,24.8,37.0
31,4.1,5,4,3,1,2,10.0,27.6,51.0
34,4.9,4,1,12,0,1,5.0,4.5,16.0
22,4.9,4,4,8,0,2,10.0,9.8,32.0
23,4.6,4,1,12,0,2,8.0,5.6,15.0
22,4.6,6,1,12,0,1,5.0,4.5,19.0
36,4.3,4,3,12,0,2,15.0,2.3,32.0
27,4.6,4,4,8,0,3,8.0,27.6,44.0
23,4.8,5,4,3,0,2,15.0,7.2,27.0
20,4.9,3,1,3,0,2,8.0,27.1,22.0
26,4.8,5,4,12,0,1,10.0,14.3,15.0
26,4.8,2,4,9,0,2,10.0,14.3,42.0
25,5.0,1,4,3,0,2,5.0,23.5,26.0
21,4.2,5,1,3,0,2,5.0,5.2,25.0
38,4.7,4,1,6,0,2,10.0,11.5,18.0
27,4.9,5,1,8,0,2,5.0,21.6,18.0
25,2.7,1,1,6,0,1,5.0,21.3,37.0
26,4.8,5,1,12,0,2,10.0,2.3,18.0
37,4.6,4,1,9,0,2,10.0,14.2,29.0
27,4.7,3,1,9,0,1,5.0,18.1,10.0
23,4.8,2,4,3,0,3,15.0,21.0,41.0
31,4.8,6,2,9,0,1,15.0,8.0,27.0
29,5.0,6,2,9,0,1,5.0,14.8,26.0
32,4.6,2,1,9,0,1,10.0,11.2,16.0
39,4.8,1,2,9,0,2,15.0,10.0,17.0
25,4.8,2,3,12,0,2,15.0,6.3,30.0
25,4.0,2,4,8,0,2,5.0,22.4,33.0
27,4.8,5,4,8,0,1,5.0,16.9,23.0
30,4.6,3,3,6,0,2,5.0,8.4,29.0
37,4.2,5,2,12,0,2,15.0,11.1,31.0
38,4.6,3,4,12,0,1,5.0,24.1,29.0
28,4.8,2,3,3,0,2,5.0,12.2,29.0
22,4.8,5,4,6,0,2,15.0,10.05,26.0
37,4.8,5,2,6,0,2,5.0,13.2,25.0
28,4.6,3,1,6,0,1,5.0,2.9,14.0
29,4.8,1,4,8,0,2,5.0,24.7,10.0
33,4.7,2,2,6,0,2,15.0,11.0,30.0
25,4.9,1,1,3,0,2,15.0,20.4,23.0
34,4.3,4,4,6,0,2,5.0,11.3,39.0
39,4.4,3,4,3,0,2,10.0,8.7,40.0
36,4.4,2,4,8,0,1,5.0,19.9,35.0
36,4.9,6,1,12,0,2,5.0,2.0,23.0
30,4.8,4,3,6,0,2,8.0,2.2,31.0
26,4.9,3,2,6,0,2,5.0,11.4,24.0
31,4.4,4,2,8,0,1,10.0,20.2,40.0
33,4.8,1,4,6,0,2,15.0,22.2,22.0
25,4.3,2,4,9,0,2,5.0,22.6,34.0
28,5.0,4,3,9,0,1,15.0,8.7,21.0
37,4.9,2,1,3,0,2,5.0,6.0,23.0
38,4.7,4,4,12,0,2,5.0,33.9,37.0
28,4.2,3,4,3,0,2,15.0,16.6,38.0
35,4.7,4,2,3,0,2,12.0,14.7,26.0
34,4.3,1,4,12,0,2,7.0,19.2,24.0
33,4.9,5,2,8,0,1,10.0,25.5,21.0
27,4.4,2,4,6,0,3,10.0,15.2,42.0
39,4.1,3,1,3,0,2,5.0,2.3,28.0
25,4.5,3,2,9,0,2,15.0,10.1,20.0
37,4.9,3,3,8,0,2,8.0,7.6,31.0
34,4.6,1,2,3,0,2,5.0,35.4,39.0
29,4.6,2,2,3,0,2,10.0,11.8,23.0
21,4.9,1,2,12,0,1,4.0,29.7,10.0
30,4.8,2,4,3,0,1,12.0,6.5,30.0
31,4.7,1,4,6,0,2,10.0,27.0,28.0
31,4.6,5,4,8,0,2,5.0,22.5,34.0
32,3.6,4,1,12,0,1,10.0,18.7,39.0
30,4.2,4,3,3,0,2,13.0,10.5,32.0
32,4.7,2,3,6,0,2,12.0,19.2,27.0
23,4.4,3,4,3,0,2,10.0,14.1,35.0
36,4.2,6,4,3,1,2,15.0,6.8,43.0
20,4.6,6,2,3,0,1,10.0,22.8,23.0
31,4.8,1,1,6,0,1,15.0,18.6,28.0
23,4.8,2,2,3,0,1,15.0,11.4,23.0
30,4.6,2,1,6,0,2,5.0,11.8,16.0
23,4.9,1,1,3,0,2,5.0,4.9,17.0
21,4.7,6,4,8,0,2,15.0,21.049,26.0
32,4.7,5,4,6,0,2,15.0,23.5,29.0
20,4.7,2,1,3,0,1,5.0,13.6,24.0
27,4.8,1,4,12,0,1,5.0,16.5,21.0
20,4.8,1,1,8,0,1,15.0,2.5,22.0
29,4.7,1,4,6,0,2,5.0,17.4,20.0
23,4.9,6,4,6,0,2,5.0,36.25,16.0
20,4.7,1,3,6,0,1,15.0,9.7,17.0
34,4.8,1,2,6,0,2,10.0,13.8,27.0
37,4.9,2,2,12,0,4,10.0,17.9,43.0
22,4.9,5,4,3,0,1,15.0,6.7,30.0
38,4.6,5,2,9,0,2,10.0,9.8,28.0
37,4.8,5,2,9,0,2,5.0,16.3,26.0
22,4.5,2,2,9,0,2,15.0,8.6,34.0
22,4.9,3,4,12,0,1,4.0,8.5,10.0
38,4.3,6,4,8,0,2,5.0,24.4,38.0
21,5.0,4,4,3,0,1,10.0,8.5,25.0
30,4.7,4,1,9,0,1,5.0,13.6,16.0
38,4.7,5,1,9,0,2,10.0,9.0,29.0
22,4.8,5,4,3,0,1,10.0,18.9,15.0
29,4.8,6,1,12,0,1,10.0,17.3,11.0
34,4.8,2,3,6,0,2,5.0,8.2,27.0
29,4.6,1,1,3,0,2,8.0,29.2,28.0
20,4.7,5,2,6,0,1,15.0,29.2,27.0
23,4.6,6,3,12,0,2,10.0,9.4,23.0
34,4.9,4,1,9,0,2,5.0,3.2,17.0
35,4.9,4,2,3,0,2,10.0,9.8,27.0
37,4.6,3,2,6,0,1,5.0,12.7,26.0
24,4.6,3,1,6,0,1,10.0,15.9,16.0
38,4.2,4,4,6,0,2,15.0,13.9,40.0
37,4.2,2,3,6,0,2,10.0,9.8,38.0
36,4.8,5,1,6,0,2,5.0,11.5,21.0
26,4.9,5,2,6,0,1,15.0,18.9,16.0
35,4.8,4,2,3,0,3,15.0,28.4,40.0
35,4.2,2,1,3,0,3,5.0,16.5,41.0
28,5.0,5,1,8,0,1,5.0,10.9,15.0
28,4.5,3,4,9,0,2,5.0,8.9,17.0
24,4.2,4,2,12,0,2,8.0,7.0,31.0
29,4.7,5,1,12,0,2,5.0,16.2,19.0
30,4.7,4,1,3,0,2,10.0,7.5,23.0
28,4.7,2,1,3,0,1,15.0,26.7,20.0
28,5.0,5,1,6,0,1,15.0,10.8,17.0
20,4.8,5,2,9,0,1,5.0,9.1,21.0
20,4.7,2,1,8,0,1,10.0,1.7,12.0
27,4.6,4,4,12,0,2,5.0,27.7,31.0
22,4.9,3,1,6,0,1,4.0,22.1,10.0
37,4.9,3,4,12,0,2,8.0,25.9,26.0
35,4.9,1,3,12,0,1,15.0,9.3,20.0
27,5.0,4,2,12,0,2,10.0,27.0,33.0
37,4.4,5,4,6,0,2,5.0,6.7,31.0
27,4.8,6,2,12,0,1,5.0,13.7,27.0
33,5.0,5,2,3,0,3,10.0,20.0,33.0
32,4.3,2,4,3,0,2,8.0,7.7,32.0
23,5.0,5,4,3,0,2,10.0,14.8,20.0
21,4.0,2,4,12,0,3,15.0,14.0,42.0
29,4.7,1,2,12,0,2,10.0,11.4,16.0
